file,x_center,y_center,semi_major,semi_minor,angle,MorphType,PSType1,PolarOrHost,IsophoteLevel
PGC194266,235.46,235.33,57.45,32.82,24.22,S0,PR,Host,25
PGC194266,238.68,228.75,76.23,31.61,95.35,S0,PR,Polar,25
PGC214093,292.43,291.43,62.66,24.88,30.66,S,PR,Host,25
PGC214093,292.03,292.37,37.33,15.35,125.44,S,PR,Polar,25.5
PGC170228,448.86,448.6,102.11,41.77,18.34,S0,PH,Host,25
PGC170228,449.34,448.42,116.97,99.26,142.58,S0,PH,Polar,25
PGC695925,114.23,111.01,32.86,27.02,58.39,S,PR,Host,25
PGC695925,111.28,112.27,47.56,16.68,124.78,S,PR,Polar,25
2MASXJ15185210+2118064,95.17,96.07,45.22,8.01,130.83,S0-a,PB,Host,25.5
2MASXJ15185210+2118064,94.27,97.48,21.78,18.31,38.01,S0-a,PB,Polar,25.5
PGC998668,241.51,239.84,59.19,45.22,75.47,E,PR,Host,25
PGC998668,251.63,248.23,46.71,13.81,179.44,E,PR,Polar,25
PGC504407,152.58,152.47,64.83,29.04,130.79,S,PR,Host,25
PGC504407,149.51,151.66,46.33,16.85,20.1,S,PR,Polar,25
2MASXJ11182551+5723324,254.61,253.83,31.96,26.92,132.39,E,PR,Host,24
2MASXJ11182551+5723324,255.11,260.58,93.01,39.43,62.5,E,PR,Polar,25
PGC1127350,130.37,132.28,38.57,36.05,103.45,E,PR,Host,25
PGC1127350,131.66,132.82,49,17.47,146.34,E,PR,Polar,25
2MASXJ12192411+6437537,174.18,170.4,31.01,9.12,98.06,S0-a,PR,Host,24
2MASXJ12192411+6437537,173.05,171.53,21.44,16.33,39.13,S0-a,PR,Polar,24
WISEAJ150240.59+100805.1,77.97,78.26,24.99,15.29,67.1,S0-a,PR,Host,25
WISEAJ150240.59+100805.1,74.87,83.15,40.38,12.69,142.54,S0-a,PR,Polar,26
SDSSJ144755.22+222607.4,126.72,126.92,43.76,29.21,34.49,E,PR,Host,25
SDSSJ144755.22+222607.4,127.73,123.02,48.53,35.83,128.71,E,PR,Polar,25
PGC036976,326.02,333.54,34.74,17.66,112.12,S,PH,Host,23
PGC036976,316.07,336.87,89.23,58.63,160.89,S,PH,Polar,25.5
UGC09519,293.03,293.58,103.36,57.61,164.34,S,PH,Host,25
UGC09519,291.98,294.55,110.16,100.18,35.74,S,PH,Polar,25
PGC1872967,452.88,452.41,87.02,37.67,48.45,S0-a,PR,Host,25
PGC1872967,453.75,452.16,47.98,15.94,139.82,S0-a,PR,Polar,25
PGC1033373,140.8,140.5,52.8,28.05,141.15,S0,PR,Host,25
PGC1033373,140.85,135.54,97.71,23.03,153.71,S0,PR,Polar,26.5
PGC446669,275.09,275.21,62.89,21.01,100.61,S0,PH,Host,25
PGC446669,273.09,275.58,67.07,42.85,121.08,S0,PH,Polar,25
PGC753812,145.83,146.46,14.72,5.36,41.87,E,PR,Host,25
PGC753812,145.59,145.44,38.14,14.27,128.67,E,PR,Polar,25
PGC1189273,233.96,232.71,53.11,38.82,176.87,S,PH,Host,25
PGC1189273,232.99,234.31,61.62,49.88,55.29,S,PH,Polar,25
UGC09796,377.99,377.92,67.67,38.5,45.84,S0-a,PR,Host,25
UGC09796,378.25,379.18,176.32,31.8,104.63,S0-a,PR,Polar,25
SPRC108,110.79,110.16,47.8,14.53,164.07,S,PR,Host,25
SPRC108,110.6,112.68,21.64,10.6,75.65,S,PR,Polar,25
PGC793194,248.83,244.95,64.52,37.95,131.14,S,PR,Host,25
PGC793194,248.57,246.8,125.11,36.9,135.11,S,PR,Polar,26
WISEAJ213502.76+002515.4,85.33,85.58,24.74,24.07,65.56,S,PR,Host,25
WISEAJ213502.76+002515.4,84.89,86.49,45.29,12.79,30.71,S,PR,Polar,26
PGC2174073,341.26,333.68,76.92,72.67,67.87,S,PR,Host,25
PGC2174073,320.16,359.15,255.84,53.64,143.51,S,PR,Polar,26.5
UGC07959,351.98,355.91,186.21,49.96,155.17,S0-a,PR,Host,25
UGC07959,358.95,355.86,127.25,62.92,74.56,S0-a,PR,Polar,25.5
PGC174293,143.68,142.63,52.22,30.47,100.08,S,PR,Host,25
PGC174293,142.79,143.03,57.14,28.26,171.42,S,PR,Polar,25
NGC6954,708.93,706.52,161.51,67.52,156.31,S,PH,Host,25
NGC6954,704.07,706.28,162.5,140.9,113.9,S,PH,Polar,25
PGC408116,261.55,261.41,59.18,44.73,81.86,S0-a,PR,Host,25
PGC408116,262.78,257.71,78.87,28.69,43.03,S0-a,PR,Polar,25.5
PGC422318,195.47,199.11,45.95,25.21,12.69,S0,PR,Host,25
PGC422318,198.9,196.97,40.94,10.49,78.83,S0,PR,Polar,25
PGC3637161,106.46,106.72,33.98,27.77,22.3,S,PR,Host,25
PGC3637161,104.63,105.53,50.33,16.41,46.96,S,PR,Polar,25.5
PGC820730,206.43,207.27,44.81,35.51,29.9,E,PR,Host,25
PGC820730,206.09,209.99,63.25,22.96,153.6,E,PR,Polar,25.5
PGC1250794,266.01,266.11,56.3,31.72,123.03,S,PR,Host,25
PGC1250794,266.52,265.61,66.7,45.55,69.4,S,PR,Polar,25
PGC2297293,276.24,269.9,54.36,29.8,177.12,S,PH,Host,25
PGC2297293,272.99,271.14,65.41,53.88,126.5,S,PH,Polar,25
2MASXJ23442713-0933124,99.45,96.86,44.41,11.37,170.09,S,PR,Host,25.5
2MASXJ23442713-0933124,96.42,95.03,26.22,11.99,82.95,S,PR,Polar,25.5
PGC022978,408.14,411.12,84.65,34.43,166.88,S,PH,Host,25
PGC022978,407.01,411.25,81.83,72.58,169.45,S,PH,Polar,25
PGC1940514,338.23,337.05,74.62,51.02,168.24,S0,PH,Host,25
PGC1940514,333.42,337.08,81.99,59.72,53.94,S0,PH,Polar,25
PGC1470709,167.93,164.58,63.4,18.74,144.67,S0-a,PR,Host,25
PGC1470709,168.59,162.21,65.24,52.75,139.1,S0-a,PR,Polar,25
PGC1655823,125.25,121.35,40.32,31.22,163.22,E,PR,Host,25
PGC1655823,124.82,123.82,46.23,18.31,135.12,E,PR,Polar,25
PGC2075833,109.16,109.55,47.12,21.43,25.79,S,PR,Host,25
PGC2075833,115.2,120.3,72.03,33.29,114.62,S,PR,Polar,26.5
PGC1272589,168.15,170.42,74.52,16.53,168.7,S,PB,Host,25
PGC1272589,168.32,172.11,38.58,34.55,9.14,S,PB,Polar,25
PGC589363,109.21,110.89,39.27,13.98,63.7,S,PR,Host,25
PGC589363,106.1,112.09,55.99,13.09,41.78,S,PR,Polar,26
2MASXJ04531986-1946592,343.2,343.73,57.99,40.49,18.12,E,PR,Host,24.5
2MASXJ04531986-1946592,342.35,346.83,35.29,11.93,100.93,E,PR,Polar,24
PGC2709522,272.09,270.01,93.94,74.73,131.03,E,PR,Host,25
PGC2709522,272.66,271.32,99.53,20.31,9.46,E,PR,Polar,25
2MASXJ15394517+4601298,262.86,264.86,99.2,64.47,171.91,S0,PR,Host,25.5
2MASXJ15394517+4601298,262.31,254.56,116.27,65.51,65.4,S0,PR,Polar,25.5
PGC2572144,251.74,250.78,62.61,55.29,120.13,E,PR,Host,25
PGC2572144,235.24,260.01,163.68,73.33,135.76,E,PR,Polar,26
PGC543383,185.85,185.21,35.12,23.53,132.78,S0,PR,Host,25
PGC543383,186.01,183.26,102.46,27.84,65.29,S0,PR,Polar,26
PGC003214,379.9,382.16,99.51,86.93,142.15,S0-a,PR,Host,25
PGC003214,372.24,382.71,123.91,45.48,175.06,S0-a,PR,Polar,25
IC1729,1129.62,1130.3,283.86,161.26,57.44,S0,PH,Host,25
IC1729,1138.51,1138.21,296.45,169.45,31.47,S0,PH,Polar,25
PGC1055214,183.93,183.54,41.51,16.3,84.07,S0,PH,Host,25
PGC1055214,184.4,185.77,43.13,39.63,173.71,S0,PH,Polar,25
PGC3704862,172.97,175.48,52.37,30.29,129.84,S,PR,Host,25.5
PGC3704862,168.78,180.08,81.8,50.15,76.41,S,PR,Polar,25.5
WISEAJ225800.04+000336.8,78.98,78.57,24.15,16.61,13.24,E,PR,Host,25
WISEAJ225800.04+000336.8,78.83,80.2,34.79,14.42,49.5,E,PR,Polar,25.5
PGC2832028,318.58,317.23,60.17,21.94,49.27,S,PH,Host,25
PGC2832028,315.11,322.49,100.26,64.37,138.86,S,PH,Polar,25.5
PGC953410,275.25,274.58,54.11,40.07,52.78,E,PR,Host,25
PGC953410,275.18,274.32,130.4,22.82,169.57,E,PR,Polar,25
PGC1239556,262.23,262.49,54.15,23.84,145.13,S0-a,PH,Host,25
PGC1239556,261.33,263.4,55.14,36.38,135.83,S0-a,PH,Polar,25
PGC132981,152.16,158.86,71.41,41.93,151.23,S,PR,Host,25
PGC132981,146.63,148.43,83.33,70.47,23.79,S,PR,Polar,26.5
PGC327333,150.77,149.19,53.32,44.3,18.32,S,PR,Host,25
PGC327333,149.95,152.06,51.18,15.71,92.32,S,PR,Polar,25
PGC3080598,191.95,192.14,45.83,20.9,148.91,S0-a,PR,Host,25
PGC3080598,191.47,192.68,29.51,12.36,66.74,S0-a,PR,Polar,25
PGC1489167,343.08,343.8,34.06,18.17,44.12,S0-a,PR,Host,25
PGC1489167,342.79,343.95,32.56,7.98,131.08,S0-a,PR,Polar,25
PGC128519,234.4,233.21,68.57,48.66,45.01,S,PR,Host,25
PGC128519,233.21,235.11,126.22,51.42,172.47,S,PR,Polar,26
PGC2223206,196.82,195.9,54.63,37.11,118.49,S,PR,Host,25
PGC2223206,199.86,190.98,63.46,21.11,3.21,S,PR,Polar,25
IC3726,414.69,409.71,171.98,30.53,23.97,S,PR,Host,25
IC3726,408.91,414.85,156.94,94.56,20.3,S,PR,Polar,25
PGC2488754,363.33,362.42,69.99,34.54,123.3,S,PR,Host,25
PGC2488754,364.29,365.33,43.13,20.37,15.14,S,PR,Polar,25
PGC2392742,224.76,230.34,81.86,20.42,121.77,S,PR,Host,25
PGC2392742,233.75,233.23,96.39,29.18,62.14,S,PR,Polar,26
PGC1136783,145.87,147.45,22.45,16.94,7.51,E,PR,Host,25
PGC1136783,145.98,147.79,33,11.12,106.44,E,PR,Polar,25
2MASXJ11040862+0235398,174.49,178.29,29,25.6,143.08,E,PR,Host,24.5
2MASXJ11040862+0235398,177.95,180.28,46.7,14.15,47.14,E,PR,Polar,25.5
SDSSJ113828.58+105050.7,85.63,83.93,34.47,14.9,138.59,S,PR,Host,25
SDSSJ113828.58+105050.7,87.03,86.06,35.6,15.06,40.15,S,PR,Polar,25.5
2MASXJ03023876+0037324,343.01,343.67,21.06,8.25,90.38,S0-a,PR,Host,24
2MASXJ03023876+0037324,343.84,342.95,37.65,25.6,156.95,S0-a,PR,Polar,25.5
PGC1074322,107.29,109.63,48.38,11.74,101.54,S,PB,Host,25
PGC1074322,107.67,107.28,17.93,16.61,29.56,S,PB,Polar,25
PGC945432,167.6,168.33,52.7,50.62,151.6,S0-a,PR,Host,25
PGC945432,161.55,175.42,93.31,38.06,102.64,S0-a,PR,Polar,26
PGC095552,228.56,230,75.57,50.78,163.43,E,PR,Host,25.5
PGC095552,225.29,229.15,96.29,58.78,44.54,E,PR,Polar,25.5
PGC2262434,114.64,114.43,50.31,20.31,160,S,PR,Host,25
PGC2262434,114.01,115.7,42.89,20.43,73.88,S,PR,Polar,25
2MASXJ22260656+1237218,116.05,123.83,51.04,17.09,8.09,S,PR,Host,25.5
2MASXJ22260656+1237218,112.66,119.77,66.92,26.05,161.27,S,PR,Polar,25.5
PGC1422502,171.58,171.27,47,24.39,5.92,S,PB,Host,25
PGC1422502,180.42,177.86,71.82,14.32,20.03,S,PB,Polar,25
PGC820155,157.57,157.67,40.12,37.87,12.88,S0,PR,Host,25
PGC820155,154.85,159.64,52.08,13.2,101.52,S0,PR,Polar,25.5
PGC2555209,145.73,145.52,50.23,36.78,12.88,S,PR,Host,25
PGC2555209,150.05,148.91,62.9,20.95,44.13,S,PR,Polar,25
PGC049765,392.05,390.28,65.56,35.02,138.17,S,PR,Host,24
PGC049765,410.2,402.84,116.96,66.3,27.24,S,PR,Polar,25
WISEAJ003720.63-000949.7,342.57,343.35,19.43,14.05,136.2,S,PR,Host,25
WISEAJ003720.63-000949.7,344.04,341.78,27.92,11.55,54.51,S,PR,Polar,25
PGC1859304,236.68,238.01,62.09,33.38,157.9,S0,PR,Host,25
PGC1859304,231.76,237.87,109.74,28.24,30.65,S0,PR,Polar,25
SPRC26,54.91,54.71,14.47,11.5,83.95,E,PR,Host,25
SPRC26,58.23,54.54,28.35,8.8,9.91,E,PR,Polar,26
PGC2735338,186.84,186.44,49.74,39.5,62.34,S0,PR,Host,25
PGC2735338,186.25,185.08,68.79,24.45,132.27,S0,PR,Polar,25
2MASXJ22112693+1753494,107.66,108.83,28.87,14.21,79.14,E,PR,Host,25.5
2MASXJ22112693+1753494,107.49,108.66,51.39,15.93,30.57,E,PR,Polar,25.5
SDSSJ161112.89+165730.5,231.92,231.37,24.38,12.82,5.92,S,PH,Host,25
SDSSJ161112.89+165730.5,231.65,236.42,50.18,23.86,121.94,S,PH,Polar,25
PGC1304269,121.4,119.31,39.74,22.55,155.15,S0,PR,Host,25
PGC1304269,123.78,124.49,47.51,20.88,88.05,S0,PR,Polar,25
PGC1120394,171.57,173.31,47.89,25.78,160.02,S0,PH,Host,25
PGC1120394,162.33,190.1,78.55,55.41,100.91,S0,PH,Polar,26
PGC2309484,241.23,241.02,70.77,36.68,167.64,S0,PR,Host,25
PGC2309484,238.3,243.23,97.65,56.51,92.1,S0,PR,Polar,25
ESO415-026,696.94,697.35,157.11,47.3,107.64,S0,PR,Host,25
ESO415-026,697.76,695.25,122.53,44.6,3.59,S0,PR,Polar,25
NGC6017,573.7,571.21,138.3,44.56,44.53,S0-a,PH,Host,25
NGC6017,579.09,569.99,170.02,134.28,128.71,S0-a,PH,Polar,25
PGC2130939,233.41,230.3,104.81,35.1,123.76,S,PR,Host,25
PGC2130939,231.8,231.65,114.74,34.77,5.38,S,PR,Polar,26
PGC3620450,158.57,159.41,28.97,19.76,1.23,S0,PR,Host,25
PGC3620450,157.75,163.91,87.37,29.29,72.31,S0,PR,Polar,26
PGC146312,262.82,265.76,94.57,37.82,0.06,E,PR,Host,25
PGC146312,261.82,262.29,87,38.68,92,E,PR,Polar,25
PGC054198,238.88,238.02,84.64,42.2,64.12,S0,PR,Host,25
PGC054198,235.8,240.02,70.6,56.44,20.52,S0,PR,Polar,25
PGC089927,247.03,247.66,48.23,34.38,97.52,S,PR,Host,24
PGC089927,243.71,238.15,111.63,40.53,167.06,S,PR,Polar,26
SPRC35,344.08,342.66,19.49,13.26,31.14,S0,PR,Host,25
SPRC35,343.73,343.33,32.89,8.1,103.3,S0,PR,Polar,25
PGC449941,153,152.32,43.94,22.93,129.58,E,PR,Host,25
PGC449941,150.75,150.7,68.36,38.94,40.43,E,PR,Polar,25.5
PGC2339837,209.4,209.37,39.16,36.98,98.81,E,PR,Host,25
PGC2339837,210.97,209.16,65.99,24.72,165.49,E,PR,Polar,25
PGC1725677,169.73,167.27,40.89,27.27,140.18,S0-a,PR,Host,25
PGC1725677,165.61,168.05,75.5,28.52,45.66,S0-a,PR,Polar,26
PGC054699,206.99,203.25,96.82,49.34,12.88,S,PR,Host,25.5
PGC054699,198.34,205.1,100.95,18.13,96.96,S,PR,Polar,25.5
PGC470681,374.31,375.04,45.78,41.16,155.67,E,PR,Host,25
PGC470681,373.86,374.13,106.19,21.13,110.85,E,PR,Polar,25
PGC184174,294.69,296.43,65.93,55.43,158.84,S0-a,PR,Host,25
PGC184174,293.99,296.45,77.89,19.84,80.49,S0-a,PR,Polar,25
PGC513368,193.85,199.79,46.94,17.35,33.82,S,PH,Host,25
PGC513368,197.28,192.34,61.46,51.45,93.84,S,PH,Polar,25.5
2MASXJ14173847+2304143,191.76,191.4,46.49,39.5,130.3,E,PR,Host,25
2MASXJ14173847+2304143,190.81,193.04,47.4,12.81,178.1,E,PR,Polar,25
PGC123013,193.37,194.46,46.07,19.08,63.03,S0,PH,Host,25
PGC123013,193.86,195.45,50.79,44.64,117.73,S0,PH,Polar,25
PGC1126007,312.88,312.98,56.42,44.25,44.25,S0,PH,Host,25
PGC1126007,311.98,312.96,70.52,51.37,179.01,S0,PH,Polar,25
PGC160196,133.4,132.52,50.24,25.24,96.73,S0-a,PR,Host,25
PGC160196,133.68,128.19,48.53,37.09,172.19,S0-a,PR,Polar,25
UGC06652,452.92,452.26,73.55,33.99,32.32,S0,PR,Host,25
UGC06652,465.75,451.22,223.97,35.04,4.43,S0,PR,Polar,25.5
PGC1249231,132.57,136.01,53.94,25.21,100.89,S,PR,Host,25
PGC1249231,122.89,134.81,56.24,12.7,156.86,S,PR,Polar,26
SPRC79,75.57,69.47,29.2,10.49,169.6,S0-a,PR,Host,25
SPRC79,75.83,66.32,25.09,12.12,74.41,S0-a,PR,Polar,25
2MASXJ07343164+2811006,160.97,163.47,37.49,15.42,28.2,S0-a,PR,Host,25
2MASXJ07343164+2811006,163.84,161.55,31.42,26.74,12.34,S0-a,PR,Polar,25
PGC1370999,162.97,161.06,61.16,40.69,102.53,S,PR,Host,25
PGC1370999,161.55,156.05,59,25.97,46.42,S,PR,Polar,25
2MASXJ12584032+1743397,208.15,207.73,48.04,35.78,92.65,E,PR,Host,25
2MASXJ12584032+1743397,205.05,210.15,58.3,12.89,0.31,E,PR,Polar,25
PGC116485,307.91,307.81,48.41,23.91,83.4,S0,PH,Host,25
PGC116485,303.22,313.39,108.17,53.09,133.21,S0,PH,Polar,25.5
SPRC161,69.66,67.8,20.48,16.86,124.63,E,PR,Host,25
SPRC161,67.53,67.35,26.89,6.64,34.67,E,PR,Polar,25.5
PGC1879335,174.42,172.85,79,24.55,133.2,S,PR,Host,25
PGC1879335,176.13,173.31,44.29,32.61,40.82,S,PR,Polar,25
SPRC86,342.07,343.69,20.52,10.05,15.77,S,PR,Host,25
SPRC86,341.97,342.6,17.33,10,100.96,S,PR,Polar,25
PGC1656971,297.64,298.19,46.47,34.58,178.33,S0,PR,Host,25
PGC1656971,301.44,298.04,87.56,17.46,37.27,S0,PR,Polar,25
2MASXJ15182212+2652118,186.05,186.91,59.9,20.17,57.9,S0-a,PR,Host,25.5
2MASXJ15182212+2652118,198.7,182.35,89.22,48.74,140.52,S0-a,PR,Polar,25.5
PGC177335,354.71,354.79,62.83,57.03,76.28,S0,PR,Host,25
PGC177335,352.55,351.89,85.48,57.04,131.86,S0,PR,Polar,25
PGC706046,183.3,184.74,39.58,13.56,54.63,S,PH,Host,25
PGC706046,184.04,183.93,50.26,39.12,151.01,S,PH,Polar,25
2MASXJ11074055+5608213,147.4,147.95,17.81,17.1,114.65,E,PR,Host,22.5
2MASXJ11074055+5608213,149.09,149.27,53.73,19.84,30.85,E,PR,Polar,25
2MASXJ09382650+0828239,153.32,155.58,24.81,13.73,143.69,S,PR,Host,24
2MASXJ09382650+0828239,155.37,152.32,53.9,16.97,178.02,S,PR,Polar,25
2MASXJ09155859+0934553,155.52,157.98,27.89,24.42,75.2,E,PR,Host,25
2MASXJ09155859+0934553,159.05,155.77,87.24,12.55,135.26,E,PR,Polar,25.5
2MASXJ15074107+3520184,119.76,122.08,24.13,19.97,162.19,E,PR,Host,25
2MASXJ15074107+3520184,116.8,112.81,45.65,16.97,57.76,E,PR,Polar,25
PGC142193,197.88,196.41,67.28,39.78,150.34,S,PR,Host,25
PGC142193,199.94,202.3,70.59,22.9,97.62,S,PR,Polar,25
PGC2312961,150.66,150.36,21.55,18.57,88.25,S0,PR,Host,25
PGC2312961,151.37,151,85,15.28,7.88,S0,PR,Polar,26
PGC023800,605.55,605.53,111.47,35.09,123.77,S0-a,PH,Host,25
PGC023800,602.49,607.56,141.34,76.84,166.08,S0-a,PH,Polar,25
PGC731118,322.88,327.56,68.29,14.98,107.35,S,PTS,Host,25
PGC731118,325.14,328.8,91.39,27.15,39.82,S,PTS,Polar,27
2MASXJ12515444+1727566,215.24,214.74,53.33,23.52,46.47,S,PR,Host,25.5
2MASXJ12515444+1727566,210.44,212.05,56.74,19.8,173.8,S,PR,Polar,25.5
PGC417611,284.38,284.34,100.13,76.96,166.33,E,PR,Host,25
PGC417611,283.52,281,104.75,42.56,31.51,E,PR,Polar,25
PGC066600,205.11,206.04,71.9,52.04,23.63,S0-a,PR,Host,25.5
PGC066600,201.67,206.72,93.7,55.72,165.56,S0-a,PR,Polar,25.5
PGC1379409,114.24,114.57,37.77,20.93,113.82,S,PR,Host,25
PGC1379409,112.64,112.2,53.83,40.86,166.49,S,PR,Polar,25.5
PGC1086229,169.58,170.68,77.41,30.6,137.38,S,PR,Host,25
PGC1086229,167.68,174.45,56.08,48.61,143.99,S,PR,Polar,25
DR8-1513m037-226,130.5,131.83,49.98,25.85,54.94,S0,PR,Host,25.5
DR8-1513m037-226,131.23,131.18,52.15,23.98,165.35,S0,PR,Polar,25.5
2MASSJ01085033+0012292,343.27,343.24,30.24,10.95,71.93,S,PR,Host,25.5
2MASSJ01085033+0012292,343.28,341.74,22.36,15.97,17.82,S,PR,Polar,25.5
PGC056999,311.27,311.9,98.78,70.44,126.16,S0,PR,Host,25.5
PGC056999,301.78,307.26,168.36,25.96,13.79,S0,PR,Polar,25.5
WISEAJ013701.93-050305.4,345.36,345.47,32.04,14.1,56.02,S0,PR,Host,25
WISEAJ013701.93-050305.4,344.74,346.71,49.86,34.57,130.88,S0,PR,Polar,25.5
PGC1584282,248.22,247.44,60.36,50.29,25.97,S0,PR,Host,25
PGC1584282,243.76,244.76,60.11,10.87,145.68,S0,PR,Polar,25
PGC155678,272.13,273.31,48.82,41.35,47.81,S,PR,Host,25
PGC155678,274.49,276.86,139.93,59.6,69.43,S,PR,Polar,26
SDSSJ085145.97+171727.8,140.24,140.84,22.61,21.07,12.35,E,PR,Host,25
SDSSJ085145.97+171727.8,140.08,144.47,57.69,13.83,82.75,E,PR,Polar,25.5
PGC2167960,312.4,312.44,67.83,43.68,75.69,S0-a,PR,Host,25
PGC2167960,311.72,311.61,43.25,12.68,6.7,S0-a,PR,Polar,25
PGC087699,228.25,232.96,78.54,60.93,142.08,E,PR,Host,25.5
PGC087699,230.47,232.66,49.67,19.74,143.08,E,PR,Polar,24
SDSSJ095740.79+101334.6,140.77,140.78,29.71,19.93,110.65,E,PR,Host,25
SDSSJ095740.79+101334.6,142.84,140.66,52.38,26.55,4.52,E,PR,Polar,25
PGC146545,415.98,417.45,85.67,38.15,25.29,S0-a,PR,Host,25
PGC146545,419.83,411.43,93.75,39.9,166.17,S0-a,PR,Polar,25
PGC015120,224.67,225.9,60.74,45.27,101.4,S0-a,PR,Host,25
PGC015120,223.77,226,60.3,50.1,3.8,S0-a,PR,Polar,25
PGC084268,151.73,147.56,56.28,39.84,89.39,Irr,PR,Host,25
PGC084268,154.2,147.02,61.59,21.56,46.17,Irr,PR,Polar,25
PGC2417859,222.97,223.08,65.92,51.83,160.76,E,PR,Host,25
PGC2417859,220.1,222.03,90.17,27.65,5.9,E,PR,Polar,25
PGC049825,323.53,323.06,51.7,29.86,68.84,S,PH,Host,24
PGC049825,320.34,316.92,86.93,76.93,141.6,S,PH,Polar,25.5
2MASXJ15482578+6417176,121.36,124.14,34.62,19.56,176.01,E,PR,Host,25
2MASXJ15482578+6417176,121.07,121.91,40.19,19.3,71.08,E,PR,Polar,25
PGC052585,441.88,440.9,81.78,53.62,131.95,S0-a,PH,Host,25
PGC052585,441.17,440.04,108.05,100.94,63.96,S0-a,PH,Polar,25.5
WISEAJ040138.49-175712.3,59.97,59.93,15.26,9.37,12.52,S0,PR,Host,25
WISEAJ040138.49-175712.3,59.33,61.74,31.94,10.85,122.36,S0,PR,Polar,26
PGC1463000,144.45,143,44.64,33.81,30.94,S,PR,Host,25
PGC1463000,143.73,145.51,79.93,28.61,72.08,S,PR,Polar,26
PGC129047,420.17,419.67,98.38,38.89,133.45,S0,PH,Host,25
PGC129047,420.26,419.38,101.15,80.88,151.08,S0,PH,Polar,25
2MASXJ12250201+2647126,116.21,116.33,48.65,21.58,47.03,S,PR,Host,25.5
2MASXJ12250201+2647126,114.47,116.19,47.22,23.79,168.6,S,PR,Polar,25.5
PGC842845,188.64,193.85,64.56,44.02,56.48,S,PR,Host,25
PGC842845,204.2,188,99.26,40.29,2.86,S,PR,Polar,26
PGC3090555,360.15,361.2,124.61,81.81,61.26,M,PR,Host,25
PGC3090555,356.76,359.32,123.27,37.63,2.3,M,PR,Polar,25
PGC2696563,159.66,161.43,55.56,33.04,170.18,S,PR,Host,25
PGC2696563,167.42,157.91,56.38,24.44,18.66,S,PR,Polar,25
2MASXJ07183322+4041033,212.36,212.79,44.67,39.33,160.2,S,PR,Host,25
2MASXJ07183322+4041033,210.18,214.53,59.72,24.73,120.94,S,PR,Polar,25
PGC2030684,281.29,281.31,100.65,70.95,40.26,S,PR,Host,25
PGC2030684,279.49,281.99,36.93,21.19,99.32,S,PR,Polar,23
PGC3080535,326.78,328.26,70.12,24.35,109.9,S,PH,Host,25
PGC3080535,328.59,330.29,87.53,62.19,165.46,S,PH,Polar,25
PGC3091160,220.73,220.01,47.82,23.71,13.2,S,PR,Host,25
PGC3091160,220.37,219.62,50.21,48.53,10.76,S,PR,Polar,25
NGC5914,468.7,474.68,139.89,57.96,67.99,S0-a,PR,Host,25
NGC5914,476.86,466.66,152.91,29.27,21,S0-a,PR,Polar,25
PGC1044861,293.94,292.62,55.85,52.28,26.87,E,PR,Host,25
PGC1044861,294.55,293.35,130.81,68.53,90.1,E,PR,Polar,26
WISEAJ001424.11+005228.5,344.51,344.71,22.75,16.54,164.53,E,PR,Host,25
WISEAJ001424.11+005228.5,342.11,343.01,34.85,10.2,50.66,E,PR,Polar,26
PGC1152734,206.15,205.42,81.7,52.71,56.25,S0-a,PR,Host,25
PGC1152734,205.48,205.76,65.65,25.92,157.72,S0-a,PR,Polar,25
PGC129854,179.37,180.24,62.2,23.07,129.2,S0,PR,Host,25
PGC129854,181.28,181.69,39.87,35.23,32.49,S0,PR,Polar,24
PGC1686496,105.14,105.21,32.15,22.15,170.3,S0,PR,Host,25
PGC1686496,103.85,107.03,41.68,30.86,108.16,S0,PR,Polar,25
WISEAJ224835.75+072424.9,98.97,99.88,33.31,20.66,98.64,S0-a,PR,Host,25
WISEAJ224835.75+072424.9,99.31,101.96,32.07,14.04,15.62,S0-a,PR,Polar,25
PGC128095,317.33,319.05,62.34,40.33,86.57,S0,PR,Host,25
PGC128095,326.13,313.94,110.26,22.15,148.74,S0,PR,Polar,25
2MASXJ14355007+1358586,186.49,187.66,42.6,27.65,154.28,E,PR,Host,25.5
2MASXJ14355007+1358586,192.27,182.95,80.45,14.81,8.02,E,PR,Polar,25.5
SDSSJ013301.89-005717.9,343.39,344.25,31.22,20.05,68.1,E,PR,Host,25
SDSSJ013301.89-005717.9,342.89,343.68,37.04,13.58,171.53,E,PR,Polar,25.5
PGC153562,320.76,320.44,60.03,23.97,110.8,S0,PH,Host,25
PGC153562,322.69,323.88,77.84,56.67,68.15,S0,PH,Polar,25.5
PGC051389,261.92,263.69,93.8,83.89,29.1,E,PR,Host,25
PGC051389,261.71,262.22,103.77,44.82,161.39,E,PR,Polar,25
PGC2680213,84.63,84.84,29.72,23.26,142.12,S,PR,Host,25
PGC2680213,83.28,86.79,35.62,26.78,72.37,S,PR,Polar,25
PGC1421851,185.5,185.5,37.88,23.87,22.85,S0-a,PH,Host,25
PGC1421851,184.11,184.89,39.84,32.71,49.04,S0-a,PH,Polar,25
PGC2817448,155.55,153.14,53.38,42.65,175.15,S0,PR,Host,25
PGC2817448,155.44,148.17,73.86,22.2,141.58,S0,PR,Polar,25.5
PGC1032985,149.63,147.27,56.65,37.08,60.66,S,PR,Host,25
PGC1032985,141.05,152.85,98.98,22.41,169.84,S,PR,Polar,26.5
