file,x_center,y_center,semi_major,semi_minor,angle,MorphType,PSType1,PolarOrHost,IsophoteLevel
PGC031352,210.8,214.06,63.03,37.09,16.37,S,PH,Polar,25
SDSSJ080906.80+015432.9,220.53,221.16,48.3,38.61,137.16,E,PR,Host,25
SDSSJ080906.80+015432.9,220.9,221.54,51.9,19.74,66.58,E,PR,Polar,25
PGC377980,122.58,127.79,36.74,15.91,170.87,S,PR,Host,25
PGC377980,128.08,124.5,38.74,13.86,69.81,S,PR,Polar,25
PGC2581901,116.46,116.99,39.79,31.03,124.76,S,PR,Host,25
PGC2581901,117.35,113.18,47.81,23.48,54.73,S,PR,Polar,25
PGC147997,242.64,242.66,53.98,16.63,145.25,S0-a,PH,Host,25
PGC147997,244.64,241.72,58.18,47.72,108.21,S0-a,PH,Polar,25
PGC1086137,116.25,118.41,33.97,12.2,102.66,S,PR,Host,25
PGC1086137,116.42,117.86,56.91,13.9,130.78,S,PR,Polar,25.5
2MASXJ15542874+2354359,146.93,147.45,24.56,21.49,46.52,E,PR,Host,25.5
2MASXJ15542874+2354359,146.52,147.15,74.64,13.43,26.58,E,PR,Polar,25.5
2MASXJ09294917+1028019,302.84,303.2,59.82,25.36,85.18,S0-a,PH,Host,25
2MASXJ09294917+1028019,301.76,304.29,66.22,47.46,9.48,S0-a,PH,Polar,25
2MASXJ20172214-5317101,309.05,309.69,111.78,62.2,101.33,S0,PR,Host,25.5
2MASXJ20172214-5317101,312.11,310.27,200.46,71.82,167.06,S0,PR,Polar,26
2MASXJ13134170+5716095,167.5,167.37,38.51,29.21,139.47,S0,PR,Host,25
2MASXJ13134170+5716095,168.57,162.09,53.27,19.66,87.08,S0,PR,Polar,25
2MASXJ08404928+3657570,300.07,299.25,72.43,12.14,179.58,S,PB,Host,25
2MASXJ08404928+3657570,299.6,298.15,19.03,11.71,91.21,S,PB,Polar,25
2MASXJ14010497+0506293,136.04,134.58,34.39,23.54,17.24,S,PR,Host,25
2MASXJ14010497+0506293,135.09,134.78,34.9,17.25,97.58,S,PR,Polar,25
2MASXJ23143199+0028011,346.09,345.18,32.07,9.76,21.4,S,PH,Host,25
2MASXJ23143199+0028011,346.33,344.65,31.85,28.96,161.88,S,PH,Polar,25
2MASXJ11423584+1858170,144.07,144.45,27.98,21.13,82.19,E,PR,Host,25
2MASXJ11423584+1858170,147.56,144.37,38.72,10.05,172.33,E,PR,Polar,25
2MASXJ21345063+1010540,189.8,193.63,36.28,23.38,144.27,S0,PR,Host,25.5
2MASXJ21345063+1010540,192.86,195.5,90.19,77.87,75.22,S0,PR,Polar,25.5
2MASXJ11423562+5120559,128.77,129.74,47.69,17.79,27.85,S,PR,Host,25.5
2MASXJ11423562+5120559,126.95,127.28,30.57,18.5,75.97,S,PR,Polar,25.5
2MASXJ03270459+0028166,344.36,343.84,26.98,20.52,118.31,E,PR,Host,25
2MASXJ03270459+0028166,342.4,342.79,44.95,15.56,34.19,E,PR,Polar,25
2MASXJ09132559+1707272,187.49,187.54,40.31,25.7,39.79,S0,PH,Host,25
2MASXJ09132559+1707272,190.4,188.84,50.29,29.78,143.99,S0,PH,Polar,25
2MASXJ13081694+4522351,163.39,163.18,41.07,22.77,22.32,S0-a,PR,Host,25
2MASXJ13081694+4522351,161.7,161.21,70.75,17.77,146.25,S0-a,PR,Polar,25
2MASXJ09520030+5215281,232.11,231.99,53.6,19.79,162.87,S,PH,Host,25
2MASXJ09520030+5215281,233.11,231.45,40.7,30.25,74.25,S,PH,Polar,25
2MASXJ15391499+1338354,183.86,183.99,18.9,9.11,2.9,S,PH,Host,23
2MASXJ15391499+1338354,183.11,190.11,59.56,34.28,127.23,S,PH,Polar,25.5
2MASXJ13044107+2208556,280.12,279.11,60.04,22.25,36.57,S0-a,PR,Host,25
2MASXJ13044107+2208556,280.03,277,39.99,14.21,100.93,S0-a,PR,Polar,25
2MASXJ23324189-3734326,201.68,193.16,90.6,37.3,63.82,S,PR,Host,25.5
2MASXJ23324189-3734326,205.73,204.42,85.3,59.98,133.21,S,PR,Polar,25.5
2MASXJ09062562+1633484,150.72,150.98,24.75,20.05,8.6,E,PR,Host,25
2MASXJ09062562+1633484,152.76,148.87,41.38,6.88,133.68,E,PR,Polar,25
2MASXJ15014749+1934576,199.65,199.6,42.67,25.86,60.22,S0-a,PH,Host,25
2MASXJ15014749+1934576,198,201.01,55.53,52.91,6.37,S0-a,PH,Polar,26
2MASXJ00545057-0342414,344.09,344.66,27.63,22.55,156.26,E,PR,Host,25
2MASXJ00545057-0342414,344.9,345.8,40.76,19.78,53.14,E,PR,Polar,25
2MASXJ11240141+6233480,84.47,84.18,35.01,31.84,171.99,S0,PR,Host,25.5
2MASXJ11240141+6233480,85.73,84.3,39.28,15.26,16.88,S0,PR,Polar,25.5
2MASXJ14265672+0425533,203.91,204,31.49,25.72,11.82,E,PR,Host,25
2MASXJ14265672+0425533,204.43,206.62,37.88,14.19,95.47,E,PR,Polar,25
2MASXJ14110581+4109202,196.57,196.51,43.8,28.74,122.4,S0-a,PR,Host,25
2MASXJ14110581+4109202,195.67,196.9,36.35,22.17,28.73,S0-a,PR,Polar,25
2MASXJ08323513+3450590,183.31,184.46,48.58,10.46,116.62,S,PB,Host,25
2MASXJ08323513+3450590,186.59,182.13,20.09,16.93,21.52,S,PB,Polar,25
ESO153-001,599.11,600.51,127.06,47.62,176.46,S0,PR,Host,25
ESO153-001,596.62,595.31,104.6,41.57,111.15,S0,PR,Polar,26
2MASXJ00410343-0956284,344.31,344.76,31.11,10.11,58.98,S0,PR,Host,25
2MASXJ00410343-0956284,346.36,342.9,42.94,7.38,158.58,S0,PR,Polar,25
2MASXJ15015344+3532392,342.78,343.29,51.72,12.86,22.87,S,PR,Host,25
2MASXJ15015344+3532392,343.82,344.05,30.91,21,100.31,S,PR,Polar,25
2MASXJ14394862+2146209,286.75,287.37,36.93,24.2,145.07,E,PR,Host,25
2MASXJ14394862+2146209,285.57,287.2,83.1,17.79,62.32,E,PR,Polar,25
2MASXJ16281810+3911109,320.4,322.18,65.34,20.29,165.61,S,PR,Host,25.5
2MASXJ16281810+3911109,310.91,327.64,69.84,50.82,110.2,S,PR,Polar,25.5
2MASXJ14225032+3202152,269.27,271.94,69.78,15.73,78.94,S,PB,Host,25
2MASXJ14225032+3202152,267.86,269.05,33.47,28.46,172.49,S,PB,Polar,25
2MASXJ21100050+1130377,136.37,137.54,57.39,43.67,33.07,E,PR,Host,25.5
2MASXJ21100050+1130377,134.6,137.19,65.85,24.65,97.84,E,PR,Polar,25.5
2MASXJ13411534+3022181,205.97,207.38,50.31,21.36,10.55,S,PR,Host,25
2MASXJ13411534+3022181,206.72,206.01,58.58,52.92,92.89,S,PR,Polar,25
2MASXJ11382277+0322400,96.59,98.1,37.65,18.93,91.66,S,PR,Host,25.5
2MASXJ11382277+0322400,99.01,99.62,53.03,29.93,160.09,S,PR,Polar,25.5
2MASXJ14144620+3025176,146.61,147.82,34.11,21.25,36.47,S0-a,PR,Host,25
2MASXJ14144620+3025176,143.65,153.04,53.35,27.16,131.6,S0-a,PR,Polar,25
2MASXJ04200100-0547196,341.29,342.6,74.81,12.92,171.32,S,PB,Host,25
2MASXJ04200100-0547196,339.64,342.87,21.72,12.61,82.54,S,PB,Polar,25
PGC030107,281.95,285.79,76.47,21.02,54.75,S,PR,Host,25
PGC030107,284.7,283.92,42.08,30.77,142.32,S,PR,Polar,25
ESO199-012,615.41,616.32,187.71,43.81,93.88,S,PR,Host,25.5
ESO199-012,629.8,595.34,77.78,51.15,16.6,S,PR,Polar,25.5
NGC1216,549.48,550.4,119.14,28.3,156.82,S0,PB,Host,25
NGC1216,550.2,549.57,43.2,38,64.25,S0,PB,Polar,25
PGC001256,255.84,256.04,103.09,51.69,160.71,S,PH,Host,25
PGC001256,257.26,255.14,129.01,84.3,16.56,S,PH,Polar,25
PGC010220,345.68,346.6,72.4,40.3,98.24,S0,PR,Host,25
PGC010220,344.14,344.51,137.11,61.11,18.79,S0,PR,Polar,25
ESO354-043,250.86,250.84,31.66,21.6,144.52,Irr,PH,Host,25
ESO354-043,252.35,253.53,67.29,30.56,56.44,Irr,PH,Polar,25
NGC1464,451.93,448.27,94.19,49.84,145.1,S,PH,Host,25
NGC1464,449.26,451.91,113.49,88.11,90.09,S,PH,Polar,25
PGC013296,320.24,325.11,91.62,25.16,160.64,S,PB,Host,25
PGC013296,320.59,324.86,46.7,41.97,69.07,S,PB,Polar,25
NGC7414,264.91,265.49,67.82,18.66,81.2,S,PB,Host,25
NGC7414,265.97,265.96,31.75,29.74,167.74,S,PB,Polar,25
PGC013750,605.13,602.12,135.94,79.84,159.4,S0,PR,Host,25
PGC013750,601.69,606.46,90.18,31.28,96.42,S0,PR,Polar,25
PGC017699,197.74,199.61,37.27,21.17,147.12,S0,PR,Host,25
PGC017699,200.41,197.69,62.98,23.62,57.43,S0,PR,Polar,25
IC1024,829.23,826.2,204.39,62.4,113.86,S0-a,PR,Host,25
IC1024,832.61,827.03,107.09,27.25,170.97,S0-a,PR,Polar,25
PGC030005,263.39,262.62,56.33,29.81,170.18,S,PH,Host,25
PGC030005,263.89,264.79,67.77,48.55,91.99,S,PH,Polar,25
ESO420-011,236.89,249.3,62.39,23.03,135.76,S,PH,Host,25
ESO420-011,239.6,248.13,60.37,59.02,67.53,S,PH,Polar,25
PGC030770,291.51,293.35,65.81,39.11,136.75,S,PH,Host,25
PGC030770,291.34,288.03,85.69,56.31,62.14,S,PH,Polar,25
ESO500-041,367.56,364.84,88.14,70.87,27.9,S,PR,Host,23.5
ESO500-041,367.2,364.47,158.49,109.71,90.04,S,PR,Polar,25
NGC4750,1319.15,1313.25,345.85,307.84,53.23,S,PR,Host,25
NGC4750,1297.27,1318.8,430.72,163.21,85.15,S,PR,Polar,25
IC4582,813.53,813.05,172.03,42.12,82.6,S,PB,Host,25
IC4582,818.51,820.48,67.09,58.91,173.13,S,PB,Polar,25
NGC1780,528.18,527.12,106.59,61.88,175.33,S,PR,Host,25
NGC1780,525.05,526.61,135.98,76.39,37.55,S,PR,Polar,25
PGC006101,395.17,393.76,53.91,28.91,47.16,S0,PR,Host,25
PGC006101,395.31,392.62,125.75,25.96,143.23,S0,PR,Polar,25
PGC022452,502.61,500.63,120.5,88.46,29.8,S,PR,Host,25
PGC022452,501.22,499.44,128.87,32.57,74.42,S,PR,Polar,25
PGC030061,463.53,457.93,115.12,32.33,80.23,S,PR,Host,25
PGC030061,462.88,457.31,61.25,55.76,105.51,S,PR,Polar,25
NGC3227,1407.24,1380.84,471.68,272.71,62.55,S,PR,Host,25.5
NGC3227,1392.6,1349.02,623.17,377.26,126.6,S,PR,Polar,25.5
NGC5560,1515.44,1503.38,499.58,103.06,26.08,S,PB,Host,25
NGC5560,1498.37,1504.62,169.15,145.59,102.76,S,PB,Polar,25
PGC003027,524.32,526.1,108.64,23.94,173.35,S,PB,Host,25
PGC003027,526.28,524.38,36.7,31.73,67.18,S,PB,Polar,25
ESO287-046,474.22,491.07,213.28,98.01,95.47,S,PR,Host,25
ESO287-046,479.9,501.12,280.85,74.01,164.83,S,PR,Polar,27
ESO286-035,265.73,266.68,142.03,52.33,120.21,S,PR,Host,25.5
ESO286-035,276.54,260.07,75.56,23.76,16.34,S,PR,Polar,25.5
NGC1036,790.53,768.81,175.05,57.55,104.98,S,PH,Host,25
NGC1036,785.81,779.7,201.28,166.13,60.47,S,PH,Polar,25
NGC5014,1174.71,1169.02,204.32,59.95,10.41,S0-a,PR,Host,25
NGC5014,1182.3,1174.6,104.5,38.39,137.47,S0-a,PR,Polar,25
ESO297-003,657.68,655.24,139.39,54.72,97.21,S0,PH,Host,25
ESO297-003,659.41,656.7,158.89,124.96,59.98,S0,PH,Polar,25
PGC007356,145.18,146.18,46.18,35.36,72.4,S,PR,Host,26
PGC007356,145.04,150.54,85.1,17.11,91.61,S,PR,Polar,26
PGC003201,479.35,479.39,113.2,50.1,156.85,S,PH,Host,25
PGC003201,486.5,481.54,118.89,108.08,165.7,S,PH,Polar,25
ESO286-028,523.39,526.29,131.63,32.16,136.46,S,PB,Host,25
ESO286-028,522.32,525.43,47.11,41.26,29.54,S,PB,Polar,25
PGC084755,98.84,101.88,37.7,26.25,128.49,S,PR,Host,25.5
PGC084755,97.38,102.91,47.72,21.25,25.06,S,PR,Polar,25.5
PGC091003,364.75,367.97,72.54,13.25,150.03,S,PB,Host,25
PGC091003,366.82,365.41,17.84,15.59,68.51,S,PB,Polar,25
PGC090936,223.23,222.31,118.42,17.06,179.8,S,PB,Host,25.5
PGC090936,222.93,222.57,34.33,33.32,136.23,S,PB,Polar,25.5
PGC050009,611.25,613.88,137.86,22,2.5,S,PB,Host,25
PGC050009,621,616.02,47.44,40.77,98.23,S,PB,Polar,25
PGC086407,205.93,200.07,61.97,38.54,152.89,S,PR,Host,25
PGC086407,208.63,203.89,52.81,10.36,40.28,S,PR,Polar,25
PGC050199,268.64,269.01,64.94,42.11,52.15,S,PR,Host,25
PGC050199,269.07,262.58,79.5,31.19,92.01,S,PR,Polar,25
PGC052045,413.33,414.24,76.04,36.9,133.63,S,PR,Host,25
PGC052045,412.32,421.54,115.67,48.09,173.65,S,PR,Polar,25
PGC095411,164.32,165.48,80.24,37.38,125.73,S,PR,Host,25.5
PGC095411,166.11,166.71,78.62,41.05,12.7,S,PR,Polar,25.5
PGC036069,523.52,523.46,118.41,76.38,52.64,S0,PH,Host,25
PGC036069,525.6,525.76,127.92,93.53,128.56,S0,PH,Polar,25
PGC088363,183.27,183.62,32.59,15.74,165.31,S,PH,Host,25
PGC088363,185.45,185.98,54.06,31.12,53.66,S,PH,Polar,25
PGC037140,273.9,280.86,61.54,27.71,101.71,S,PR,Host,25
PGC037140,272.82,282.58,66.89,27.82,171.7,S,PR,Polar,25
PGC1013505,164.96,173.25,72.92,68.37,62.91,E,PR,Host,25.5
PGC1013505,165.27,175.07,73.74,27.35,112.45,E,PR,Polar,25.5
PGC035595,415.36,429.49,110.98,25.41,87.81,S,PB,Host,25
PGC035595,415.41,418.13,36.34,25.97,0.67,S,PB,Polar,25
PGC042327,386.5,386.32,87.63,53.48,26.33,S0,PR,Host,25
PGC042327,386.42,382.52,74.08,56.89,99.16,S0,PR,Polar,25
PGC058212,350.5,349.23,73.48,66.09,0.37,S0,PR,Host,25.5
PGC058212,340.56,348.97,173.5,34.44,31.25,S0,PR,Polar,25.5
PGC094866,417.9,420.91,87.9,26.44,159.55,S,PB,Host,25
PGC094866,416.41,418.9,49.12,43.13,178.89,S,PB,Polar,25
PGC072238,450.04,462.96,122.03,108.65,109.56,E,PR,Host,25.5
PGC072238,457.45,455.15,163.94,48.71,25.89,E,PR,Polar,25.5
PGC048177,284.11,290.38,87.04,17.26,112.89,S,PB,Host,25
PGC048177,286.06,284.34,41.75,37.54,18.55,S,PB,Polar,25
PGC073275,424.98,423.61,95.76,23.6,36.27,S,PB,Host,25
PGC073275,423.92,420.81,36.18,33.65,99.05,S,PB,Polar,25
PGC064612,415.51,418.87,178.68,125.38,164.47,E,PR,Host,25.5
PGC064612,419.35,418.74,73.8,23.34,69.34,E,PR,Polar,25.5
PGC061106,541.67,542,110.56,67.59,5.41,S0-a,PH,Host,25
PGC061106,534.69,541.74,135.75,106.09,140.01,S0-a,PH,Polar,25
PGC040418,234.07,234.01,61.21,55.27,125.86,E,PR,Host,25
PGC040418,233.53,234.92,48.9,19.69,178.3,E,PR,Polar,25
PGC084280,364.92,365.49,73.59,29.71,29.51,S,PH,Host,25
PGC084280,365.41,362.99,86.95,70.53,162.98,S,PH,Polar,25
PGC087546,188.83,187.01,56.68,50.19,65.2,S0,PR,Host,26
PGC087546,184.99,187.41,101.92,33.89,126.5,S0,PR,Polar,26
PGC094867,186.2,186.37,35.43,14.87,163.49,S,PH,Host,25
PGC094867,183.09,187.05,43.79,35.24,48.95,S,PH,Polar,25
PGC1009519,390.73,391.06,92.74,17.37,20.33,S,PB,Host,25
PGC1009519,392.96,391.77,44.38,38.11,14.63,S,PB,Polar,25
PGC087879,153.5,154.96,39.6,23.98,89.02,S,PH,Host,25
PGC087879,151.86,155.54,54.11,36.75,12.28,S,PH,Polar,25
PGC054498,235.97,233.76,82.08,36.73,20.8,S,PR,Host,25.5
PGC054498,220.24,233.34,68.93,33.22,149.73,S,PR,Polar,25.5
PGC092051,397.12,395.43,82.58,12.79,114.79,S,PB,Host,25
PGC092051,396.38,397.07,21.72,18.78,27.49,S,PB,Polar,25
PGC045176,315.04,314.94,66.57,30.83,30.17,S0-a,PR,Host,25
PGC045176,317.76,313.42,60.15,45.57,88.73,S0-a,PR,Polar,25
PGC039277,577.11,573.11,119.71,41.02,161.31,S,PR,Host,25
PGC039277,568.05,576.03,76.45,25.88,26.36,S,PR,Polar,25
PGC089992,169.56,173.12,55.89,28.28,137.86,S,PH,Host,25.5
PGC089992,170.44,173.47,68.51,54.09,66.34,S,PH,Polar,25.5
PGC053342,453.37,453.64,85.45,52.99,123.98,S0,PH,Host,25
PGC053342,452.93,453.92,115.2,91.33,35.65,S0,PH,Polar,25.5
PGC042908,312.28,310.88,37.96,31.15,90.39,E,PR,Host,25
PGC042908,310.25,312.44,94.11,31.41,3.5,E,PR,Polar,25
PGC072061,361.12,382.67,190.92,65.71,146.13,S0-a,PR,Host,25.5
PGC072061,376.41,376.78,112.89,55.81,48.81,S0-a,PR,Polar,25.5
PGC036648,412.67,413.02,87.06,40.1,172.32,S0,PR,Host,25
PGC036648,412.39,413.39,114.67,86.35,111.08,S0,PR,Polar,25
PGC042432,222.78,223.27,46.57,38.82,92.4,E,PR,Host,25
PGC042432,217.86,224.17,59.04,23.84,4.26,E,PR,Polar,25
PGC060993,267.68,266.24,117.3,33.14,87.03,S,PR,Host,25
PGC060993,267.59,272.27,167.2,71.02,67.26,S,PR,Polar,25
PGC1085388,190.98,191.19,82.08,74.04,173.29,E,PR,Host,25.5
PGC1085388,192.51,190.42,86.69,23.54,176.27,E,PR,Polar,25.5
PGC1230554,114.64,112.94,56.04,13.03,176.37,S,PB,Host,25.5
PGC1230554,114.02,113.8,22.95,20.8,177.35,S,PB,Polar,25.5
PGC1045216,127.62,127.49,65.4,23.76,27.62,S,PR,Host,25.5
PGC1045216,130.89,129.67,50.51,39.22,101.27,S,PR,Polar,25.5
PGC1294995,157.58,156.39,49.68,47.45,158.82,S0-a,PR,Host,25.5
PGC1294995,156.58,151.09,73.27,26.99,125.45,S0-a,PR,Polar,25.5
PGC1201203,158.84,158.03,33.41,23.8,46.57,E,PR,Host,25.5
PGC1201203,161.62,152.42,92.22,17.19,148.35,E,PR,Polar,25.5
PGC130100,241.92,241.58,105.4,59.18,112.84,S,PR,Host,25.5
PGC130100,242.43,239.74,85.68,35.68,177.06,S,PR,Polar,25.5
PGC1121357,263.82,261.83,57.6,9.74,8.09,S,PB,Host,25
PGC1121357,261.49,261.83,15.72,12.68,98.17,S,PB,Polar,25
PGC1207450,192.56,193.82,97.76,23.9,51.69,S,PR,Host,25.5
PGC1207450,196.56,200.71,60.12,37.03,14.67,S,PR,Polar,25.5
PGC1140490,240.79,240.46,50.4,17.42,110.16,S0-a,PH,Host,25
PGC1140490,240.24,238.7,54.24,37.92,91.85,S0-a,PH,Polar,25
PGC1293208,237.05,235.17,54.17,34.55,42.8,S0-a,PR,Host,25
PGC1293208,241.69,239.32,66.59,23.18,13.18,S0-a,PR,Polar,25
PGC103437,293.83,294.08,55.1,14.15,2.57,S0-a,PB,Host,25
PGC103437,293.91,294.12,17.77,14.57,96.81,S0-a,PB,Polar,25
PGC1258287,248.98,249.68,67.48,24.09,36.06,S,PR,Host,26
PGC1258287,251.99,243.87,152.52,19.43,70.84,S,PR,Polar,26
PGC1131348,355.77,359.01,69.18,8.84,1.82,S,PB,Host,25
PGC1131348,358.1,359.03,14.41,13.06,175.14,S,PB,Polar,25
PGC1104040,198.07,198.18,32.33,24.38,0.04,E,PR,Host,25
PGC1104040,200.1,198.45,48.61,22.96,100.58,E,PR,Polar,25
PGC128056,525.81,527.95,100.25,43.2,132.19,S0,PH,Host,25
PGC128056,527.15,527.17,112.01,71.57,100.95,S0,PH,Polar,25
PGC1136821,351.8,351.11,69.36,10.37,154.3,S,PB,Host,25
PGC1136821,353.35,350.19,16.2,14.1,59.76,S,PB,Polar,25
PGC1083858,176.43,175.96,41.72,25.73,61.59,S0,PR,Host,25
PGC1083858,176.54,178.26,56.8,30.31,177.29,S0,PR,Polar,25
PGC1026743,130.13,132.13,37.65,25.46,150.97,S,PR,Host,25.5
PGC1026743,132.87,132.51,58.76,19.17,174.69,S,PR,Polar,25.5
PGC128165,289.32,289.54,60.18,35.32,3.13,S0-a,PR,Host,25.5
PGC128165,290.5,288.13,128.51,53.04,121.97,S0-a,PR,Polar,25.5
PGC1215334,209.19,209.64,63.97,33.49,175.03,S0-a,PH,Host,25.5
PGC1215334,206.31,206.34,72.88,54.75,116.19,S0-a,PH,Polar,25.5
PGC1223842,103.04,103.02,45.19,40.79,31.65,S0-a,PR,Host,25.5
PGC1223842,104.82,100.85,48.63,21.49,32.69,S0-a,PR,Polar,25.5
PGC1069212,117.86,116.09,54.19,14.47,175.47,S,PH,Host,25.5
PGC1069212,120.84,122.61,47.16,37.71,123.46,S,PH,Polar,25.5
PGC1127263,103.34,103.17,52.29,20.8,149.51,S0-a,PR,Host,25.5
PGC1127263,102.95,104.12,43.69,36.89,48.17,S0-a,PR,Polar,25.5
PGC1068605,137.51,139.48,71.43,25.16,126.73,S,PR,Host,25.5
PGC1068605,138.93,127.53,41.86,29.3,46.35,S,PR,Polar,25.5
PGC1173108,424.86,422.83,98.87,25.09,15.53,S,PTS,Host,25
PGC1173108,425.23,425.22,49.55,15.17,136.96,S,PTS,Polar,25
PGC1282673,190.85,191.71,35.59,30.93,156.39,E,PR,Host,25
PGC1282673,191.27,187.73,45.46,26.48,68.92,E,PR,Polar,25
PGC1269368,250.88,243.61,104.25,70.57,53.68,E,PR,Host,25.5
PGC1269368,253.59,252.12,78.11,25.76,110.71,E,PR,Polar,25.5
PGC112846,213.04,219.38,58.1,14.43,131.81,S,PR,Host,25
PGC112846,215.69,216.44,23.26,19.8,29.03,S,PR,Polar,25
PGC1166560,219.42,217.54,67.69,18,34.11,S,PR,Host,25
PGC1166560,215.54,215.17,40.17,23.48,123.73,S,PR,Polar,25
PGC1208851,118.15,117.65,26.77,15.2,129.64,S0,PR,Host,25.5
PGC1208851,118.22,115.81,51.21,22.85,33.24,S0,PR,Polar,25.5
PGC1069726,194.16,193.97,41.8,26.86,115.44,S0,PH,Host,25
PGC1069726,194.95,192.15,52.92,32.73,7.27,S0,PH,Polar,25
PGC1043418,220.25,223.26,60.74,14.19,89.65,S,PB,Host,25
PGC1043418,220.87,222.52,26.16,22.67,5.74,S,PB,Polar,25
PGC1068774,164.8,164.01,42.89,16.26,145.7,S0,PR,Host,25
PGC1068774,165.61,165.14,54.21,38.9,50.63,S0,PR,Polar,25
PGC1117299,226.85,225.84,49.17,21.91,160.91,E,PR,Host,25.5
PGC1117299,225.55,228.43,71.13,39.61,79.79,E,PR,Polar,25.5
PGC1196811,131.88,130.82,59.59,19,41.09,S0,PR,Host,25.5
PGC1196811,131.31,128.12,44.39,22.17,94.71,S0,PR,Polar,25.5
PGC102501,229.03,228.14,50.42,22.44,70.99,S,PR,Host,25
PGC102501,226.98,226.98,50.76,40.9,86.03,S,PR,Polar,25
PGC1161864,104.98,104.46,50.64,16.93,148.16,S,PB,Host,25.5
PGC1161864,103.65,104.79,32.83,30.62,145.98,S,PB,Polar,25.5
PGC103574,198.62,204.22,47.56,13.49,101.11,S,PB,Host,25
PGC103574,199.13,198.79,23.2,19.62,39.2,S,PB,Polar,25
PGC1062763,129.76,130.45,60.03,17.27,18.63,S,PR,Host,25.5
PGC1062763,130.16,128.89,46.46,17.87,67.71,S,PR,Polar,25.5
PGC1095110,395.22,394.85,79.95,43.66,120.62,S0-a,PH,Host,25
PGC1095110,397.04,390.85,102.06,55.46,73.56,S0-a,PH,Polar,25
PGC1028016,145.71,146.49,25.39,20.17,35.82,E,PR,Host,25
PGC1028016,147.89,145.55,41.7,19.4,174.56,E,PR,Polar,25
PGC108876,241.42,240.64,64.54,25.36,162.93,S,PR,Host,25
PGC108876,240.22,241.9,49.66,47.89,79.79,S,PR,Polar,25
PGC1182057,191.23,191.61,63.65,10.24,15.91,S,PB,Host,25
PGC1182057,191.63,192.39,18.39,16.86,16.46,S,PB,Polar,25
PGC128620,338.66,338.42,83.72,59.87,155.44,E,PR,Host,25
PGC128620,334.9,336.85,93.59,30.34,13.12,E,PR,Polar,25
PGC1304846,115.87,116.36,51.89,19.8,45.49,S0-a,PR,Host,25.5
PGC1304846,111.38,113.31,43.94,27.78,88.64,S0-a,PR,Polar,25.5
PGC135039,368.94,366.97,106.93,17.33,34.21,S,PB,Host,25
PGC135039,373.3,372.15,46.57,39.46,134.9,S,PB,Polar,25
PGC130447,312.73,315.9,63.54,34.25,147.6,S,PH,Host,25
PGC130447,318.88,317.42,68.03,60.22,2.44,S,PH,Polar,25
PGC139118,139.88,141.26,57.83,28.49,106.21,S,PR,Host,25.5
PGC139118,135.85,149.62,70.79,33.53,178.64,S,PR,Polar,25.5
PGC147213,530.67,523.82,113.36,70.44,98.1,S0-a,PR,Host,25
PGC147213,528.84,533.57,72.18,23.61,178.23,S0-a,PR,Polar,25
PGC134155,433.55,433.47,55.07,23.17,34.41,S0-a,PR,Host,25
PGC134155,433.9,434.37,56,35.27,82.4,S0-a,PR,Polar,25
PGC1369961,290.7,298.43,101.66,64.22,126.01,E,PR,Host,25.5
PGC1369961,285.56,293.81,73.42,26.61,55.67,E,PR,Polar,25.5
PGC139039,212.77,212.38,79.54,72.97,31.05,S,PR,Host,25.5
PGC139039,216.04,221.19,100.16,53.7,73.13,S,PR,Polar,25.5
PGC1344993,228.49,228.84,52.26,35.71,73.15,S0,PR,Host,25
PGC1344993,227.59,228.39,54.83,36.6,28.69,S0,PR,Polar,25
PGC1333012,366.68,367.38,88.95,22.1,41.96,S,PB,Host,25
PGC1333012,365.02,366.93,44.57,39.25,40.92,S,PB,Polar,25
PGC1363528,202.93,202.6,46.98,28.71,84.44,S0,PR,Host,25
PGC1363528,202.69,205.21,52,43.4,162.37,S0,PR,Polar,25
PGC1359407,279.96,280.47,60.8,19.89,17.79,S,PR,Host,25.6
PGC1359407,278.23,279.64,46.28,29.38,115.82,S,PR,Polar,25.6
PGC130781,173.89,176.8,84.21,40.03,8.43,S,PR,Host,25.5
PGC130781,170.71,176.56,53.89,44.65,127.83,S,PR,Polar,25.5
PGC1376706,172.4,169.04,46.86,9.91,131.78,S,PB,Host,25
PGC1376706,170.48,170.77,22.12,19.27,55.46,S,PB,Polar,25
PGC1469799,186.9,189.38,94.19,15.23,156.9,S,PB,Host,25
PGC1469799,186.97,188.5,46.85,43.5,163.11,S,PB,Polar,25
PGC131983,183.27,171.91,92.36,33.8,129.73,S,PR,Host,25.5
PGC131983,182.97,179.65,67.95,30.47,13.04,S,PR,Polar,25.5
PGC1425068,253.34,258.57,76.99,14.77,15.83,S,PB,Host,25
PGC1425068,258.65,257.91,31.15,27.01,10.77,S,PB,Polar,25
PGC1485253,181.64,181.61,21.62,8.04,2.22,S0,PR,Host,25
PGC1485253,184.08,185.16,40.15,19.15,74.2,S0,PR,Polar,25
PGC1398226,282.54,281.81,70.19,15.89,17.05,S,PB,Host,25
PGC1398226,282.86,281.99,22.73,16.57,101.04,S,PB,Polar,25
PGC147285,279.23,290.09,84.94,19.74,125.89,S,PR,Host,25
PGC147285,285.8,284.33,50.41,37.92,38.43,S,PR,Polar,25
PGC1307512,183.37,186.67,54.91,42.08,141.21,S,PR,Host,25.5
